areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E06000042,Milton Keynes,utla,2021-07-17,18_24,23000.0,3238.0,17.0,13497.0,63.0,3238.0,17.0,58.7,14.1,14.1
E06000042,Milton Keynes,utla,2021-07-17,25_29,20763.0,3507.0,25.0,12385.0,45.0,3507.0,25.0,59.6,16.9,16.9
E06000042,Milton Keynes,utla,2021-07-17,30_34,25094.0,5372.0,44.0,15629.0,23.0,5372.0,44.0,62.3,21.4,21.4
E06000042,Milton Keynes,utla,2021-07-17,35_39,26194.0,8399.0,215.0,17985.0,33.0,8399.0,215.0,68.7,32.1,32.1
E06000042,Milton Keynes,utla,2021-07-17,40_44,25223.0,14397.0,281.0,18816.0,21.0,14397.0,281.0,74.6,57.1,57.1
E06000042,Milton Keynes,utla,2021-07-17,45_49,22233.0,15602.0,77.0,17766.0,9.0,15602.0,77.0,79.9,70.2,70.2
E06000042,Milton Keynes,utla,2021-07-17,50_54,20906.0,16676.0,14.0,17696.0,8.0,16676.0,14.0,84.7,79.8,79.8
E06000042,Milton Keynes,utla,2021-07-17,55_59,18383.0,15342.0,8.0,16018.0,1.0,15342.0,8.0,87.1,83.5,83.5
E06000042,Milton Keynes,utla,2021-07-17,60_64,15469.0,13286.0,3.0,13810.0,2.0,13286.0,3.0,89.3,85.9,85.9
E06000042,Milton Keynes,utla,2021-07-17,65_69,12830.0,11484.0,0.0,11717.0,1.0,11484.0,0.0,91.3,89.5,89.5
E06000042,Milton Keynes,utla,2021-07-17,70_74,11525.0,10703.0,2.0,10846.0,0.0,10703.0,2.0,94.1,92.9,92.9
E06000042,Milton Keynes,utla,2021-07-17,75_79,7410.0,6931.0,1.0,7005.0,0.0,6931.0,1.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-17,80_84,4710.0,4399.0,1.0,4461.0,0.0,4399.0,1.0,94.7,93.4,93.4
E06000042,Milton Keynes,utla,2021-07-17,85_89,2637.0,2471.0,0.0,2517.0,0.0,2471.0,0.0,95.5,93.7,93.7
E06000042,Milton Keynes,utla,2021-07-17,90+,1594.0,1472.0,0.0,1494.0,0.0,1472.0,0.0,93.7,92.3,92.3
E06000042,Milton Keynes,utla,2021-07-16,18_24,23000.0,3221.0,11.0,13434.0,94.0,3221.0,11.0,58.4,14.0,14.0
E06000042,Milton Keynes,utla,2021-07-16,25_29,20763.0,3482.0,20.0,12340.0,52.0,3482.0,20.0,59.4,16.8,16.8
E06000042,Milton Keynes,utla,2021-07-16,30_34,25094.0,5328.0,30.0,15606.0,44.0,5328.0,30.0,62.2,21.2,21.2
E06000042,Milton Keynes,utla,2021-07-16,35_39,26194.0,8184.0,107.0,17952.0,36.0,8184.0,107.0,68.5,31.2,31.2
E06000042,Milton Keynes,utla,2021-07-16,40_44,25223.0,14116.0,208.0,18795.0,27.0,14116.0,208.0,74.5,56.0,56.0
E06000042,Milton Keynes,utla,2021-07-16,45_49,22233.0,15525.0,90.0,17757.0,9.0,15525.0,90.0,79.9,69.8,69.8
E06000042,Milton Keynes,utla,2021-07-16,50_54,20906.0,16662.0,11.0,17688.0,9.0,16662.0,11.0,84.6,79.7,79.7
E06000042,Milton Keynes,utla,2021-07-16,55_59,18383.0,15334.0,8.0,16017.0,6.0,15334.0,8.0,87.1,83.4,83.4
E06000042,Milton Keynes,utla,2021-07-16,60_64,15469.0,13283.0,8.0,13808.0,2.0,13283.0,8.0,89.3,85.9,85.9
E06000042,Milton Keynes,utla,2021-07-16,65_69,12830.0,11484.0,1.0,11716.0,1.0,11484.0,1.0,91.3,89.5,89.5
E06000042,Milton Keynes,utla,2021-07-16,70_74,11525.0,10701.0,0.0,10846.0,0.0,10701.0,0.0,94.1,92.8,92.8
E06000042,Milton Keynes,utla,2021-07-16,75_79,7410.0,6930.0,1.0,7005.0,0.0,6930.0,1.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-16,80_84,4710.0,4398.0,0.0,4461.0,1.0,4398.0,0.0,94.7,93.4,93.4
E06000042,Milton Keynes,utla,2021-07-16,85_89,2637.0,2471.0,0.0,2517.0,0.0,2471.0,0.0,95.5,93.7,93.7
E06000042,Milton Keynes,utla,2021-07-16,90+,1594.0,1472.0,1.0,1494.0,0.0,1472.0,1.0,93.7,92.3,92.3
E06000042,Milton Keynes,utla,2021-07-15,18_24,23000.0,3210.0,97.0,13340.0,60.0,3210.0,97.0,58.0,14.0,14.0
E06000042,Milton Keynes,utla,2021-07-15,25_29,20763.0,3462.0,87.0,12288.0,43.0,3462.0,87.0,59.2,16.7,16.7
E06000042,Milton Keynes,utla,2021-07-15,30_34,25094.0,5298.0,215.0,15562.0,32.0,5298.0,215.0,62.0,21.1,21.1
E06000042,Milton Keynes,utla,2021-07-15,35_39,26194.0,8077.0,359.0,17916.0,33.0,8077.0,359.0,68.4,30.8,30.8
E06000042,Milton Keynes,utla,2021-07-15,40_44,25223.0,13908.0,287.0,18768.0,11.0,13908.0,287.0,74.4,55.1,55.1
E06000042,Milton Keynes,utla,2021-07-15,45_49,22233.0,15435.0,201.0,17748.0,10.0,15435.0,201.0,79.8,69.4,69.4
E06000042,Milton Keynes,utla,2021-07-15,50_54,20906.0,16651.0,41.0,17679.0,6.0,16651.0,41.0,84.6,79.7,79.7
E06000042,Milton Keynes,utla,2021-07-15,55_59,18383.0,15326.0,33.0,16011.0,5.0,15326.0,33.0,87.1,83.4,83.4
E06000042,Milton Keynes,utla,2021-07-15,60_64,15469.0,13275.0,22.0,13806.0,2.0,13275.0,22.0,89.2,85.8,85.8
E06000042,Milton Keynes,utla,2021-07-15,65_69,12830.0,11483.0,1.0,11715.0,0.0,11483.0,1.0,91.3,89.5,89.5
E06000042,Milton Keynes,utla,2021-07-15,70_74,11525.0,10701.0,1.0,10846.0,0.0,10701.0,1.0,94.1,92.8,92.8
E06000042,Milton Keynes,utla,2021-07-15,75_79,7410.0,6929.0,0.0,7005.0,0.0,6929.0,0.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-15,80_84,4710.0,4398.0,0.0,4460.0,1.0,4398.0,0.0,94.7,93.4,93.4
E06000042,Milton Keynes,utla,2021-07-15,85_89,2637.0,2471.0,2.0,2517.0,0.0,2471.0,2.0,95.5,93.7,93.7
E06000042,Milton Keynes,utla,2021-07-15,90+,1594.0,1471.0,1.0,1494.0,0.0,1471.0,1.0,93.7,92.3,92.3
E06000042,Milton Keynes,utla,2021-07-14,18_24,23000.0,3113.0,17.0,13280.0,188.0,3113.0,17.0,57.7,13.5,13.5
E06000042,Milton Keynes,utla,2021-07-14,25_29,20763.0,3375.0,19.0,12245.0,82.0,3375.0,19.0,59.0,16.2,16.2
E06000042,Milton Keynes,utla,2021-07-14,30_34,25094.0,5083.0,33.0,15530.0,49.0,5083.0,33.0,61.9,20.3,20.3
E06000042,Milton Keynes,utla,2021-07-14,35_39,26194.0,7718.0,67.0,17883.0,38.0,7718.0,67.0,68.3,29.5,29.5
E06000042,Milton Keynes,utla,2021-07-14,40_44,25223.0,13621.0,179.0,18757.0,27.0,13621.0,179.0,74.4,54.0,54.0
E06000042,Milton Keynes,utla,2021-07-14,45_49,22233.0,15234.0,158.0,17738.0,12.0,15234.0,158.0,79.8,68.5,68.5
E06000042,Milton Keynes,utla,2021-07-14,50_54,20906.0,16610.0,22.0,17673.0,5.0,16610.0,22.0,84.5,79.5,79.5
E06000042,Milton Keynes,utla,2021-07-14,55_59,18383.0,15293.0,17.0,16006.0,3.0,15293.0,17.0,87.1,83.2,83.2
E06000042,Milton Keynes,utla,2021-07-14,60_64,15469.0,13253.0,7.0,13804.0,1.0,13253.0,7.0,89.2,85.7,85.7
E06000042,Milton Keynes,utla,2021-07-14,65_69,12830.0,11482.0,5.0,11715.0,1.0,11482.0,5.0,91.3,89.5,89.5
E06000042,Milton Keynes,utla,2021-07-14,70_74,11525.0,10700.0,1.0,10846.0,0.0,10700.0,1.0,94.1,92.8,92.8
E06000042,Milton Keynes,utla,2021-07-14,75_79,7410.0,6929.0,0.0,7005.0,0.0,6929.0,0.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-14,80_84,4710.0,4398.0,0.0,4459.0,1.0,4398.0,0.0,94.7,93.4,93.4
E06000042,Milton Keynes,utla,2021-07-14,85_89,2637.0,2469.0,0.0,2517.0,0.0,2469.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-14,90+,1594.0,1470.0,0.0,1494.0,0.0,1470.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-13,18_24,23000.0,3096.0,15.0,13092.0,198.0,3096.0,15.0,56.9,13.5,13.5
E06000042,Milton Keynes,utla,2021-07-13,25_29,20763.0,3356.0,18.0,12163.0,107.0,3356.0,18.0,58.6,16.2,16.2
E06000042,Milton Keynes,utla,2021-07-13,30_34,25094.0,5050.0,30.0,15481.0,48.0,5050.0,30.0,61.7,20.1,20.1
E06000042,Milton Keynes,utla,2021-07-13,35_39,26194.0,7651.0,68.0,17845.0,27.0,7651.0,68.0,68.1,29.2,29.2
E06000042,Milton Keynes,utla,2021-07-13,40_44,25223.0,13442.0,162.0,18730.0,23.0,13442.0,162.0,74.3,53.3,53.3
E06000042,Milton Keynes,utla,2021-07-13,45_49,22233.0,15076.0,168.0,17726.0,22.0,15076.0,168.0,79.7,67.8,67.8
E06000042,Milton Keynes,utla,2021-07-13,50_54,20906.0,16588.0,42.0,17668.0,8.0,16588.0,42.0,84.5,79.3,79.3
E06000042,Milton Keynes,utla,2021-07-13,55_59,18383.0,15276.0,27.0,16003.0,3.0,15276.0,27.0,87.0,83.1,83.1
E06000042,Milton Keynes,utla,2021-07-13,60_64,15469.0,13246.0,14.0,13803.0,3.0,13246.0,14.0,89.2,85.6,85.6
E06000042,Milton Keynes,utla,2021-07-13,65_69,12830.0,11477.0,8.0,11714.0,1.0,11477.0,8.0,91.3,89.5,89.5
E06000042,Milton Keynes,utla,2021-07-13,70_74,11525.0,10699.0,1.0,10846.0,0.0,10699.0,1.0,94.1,92.8,92.8
E06000042,Milton Keynes,utla,2021-07-13,75_79,7410.0,6929.0,2.0,7005.0,0.0,6929.0,2.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-13,80_84,4710.0,4398.0,0.0,4458.0,0.0,4398.0,0.0,94.7,93.4,93.4
E06000042,Milton Keynes,utla,2021-07-13,85_89,2637.0,2469.0,0.0,2517.0,0.0,2469.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-13,90+,1594.0,1470.0,0.0,1494.0,0.0,1470.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-12,18_24,23000.0,3081.0,16.0,12894.0,49.0,3081.0,16.0,56.1,13.4,13.4
E06000042,Milton Keynes,utla,2021-07-12,25_29,20763.0,3338.0,12.0,12056.0,22.0,3338.0,12.0,58.1,16.1,16.1
E06000042,Milton Keynes,utla,2021-07-12,30_34,25094.0,5020.0,30.0,15433.0,21.0,5020.0,30.0,61.5,20.0,20.0
E06000042,Milton Keynes,utla,2021-07-12,35_39,26194.0,7583.0,53.0,17818.0,12.0,7583.0,53.0,68.0,28.9,28.9
E06000042,Milton Keynes,utla,2021-07-12,40_44,25223.0,13280.0,286.0,18707.0,9.0,13280.0,286.0,74.2,52.6,52.6
E06000042,Milton Keynes,utla,2021-07-12,45_49,22233.0,14908.0,281.0,17704.0,6.0,14908.0,281.0,79.6,67.0,67.0
E06000042,Milton Keynes,utla,2021-07-12,50_54,20906.0,16546.0,60.0,17660.0,3.0,16546.0,60.0,84.5,79.1,79.1
E06000042,Milton Keynes,utla,2021-07-12,55_59,18383.0,15249.0,37.0,16000.0,1.0,15249.0,37.0,87.0,83.0,83.0
E06000042,Milton Keynes,utla,2021-07-12,60_64,15469.0,13232.0,15.0,13800.0,0.0,13232.0,15.0,89.2,85.5,85.5
E06000042,Milton Keynes,utla,2021-07-12,65_69,12830.0,11469.0,3.0,11713.0,0.0,11469.0,3.0,91.3,89.4,89.4
E06000042,Milton Keynes,utla,2021-07-12,70_74,11525.0,10698.0,8.0,10846.0,0.0,10698.0,8.0,94.1,92.8,92.8
E06000042,Milton Keynes,utla,2021-07-12,75_79,7410.0,6927.0,0.0,7005.0,0.0,6927.0,0.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-12,80_84,4710.0,4398.0,2.0,4458.0,0.0,4398.0,2.0,94.7,93.4,93.4
E06000042,Milton Keynes,utla,2021-07-12,85_89,2637.0,2469.0,1.0,2517.0,0.0,2469.0,1.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-12,90+,1594.0,1470.0,1.0,1494.0,0.0,1470.0,1.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-11,18_24,23000.0,3065.0,11.0,12845.0,82.0,3065.0,11.0,55.9,13.3,13.3
E06000042,Milton Keynes,utla,2021-07-11,25_29,20763.0,3326.0,10.0,12034.0,50.0,3326.0,10.0,58.0,16.0,16.0
E06000042,Milton Keynes,utla,2021-07-11,30_34,25094.0,4990.0,32.0,15412.0,35.0,4990.0,32.0,61.4,19.9,19.9
E06000042,Milton Keynes,utla,2021-07-11,35_39,26194.0,7530.0,86.0,17806.0,16.0,7530.0,86.0,68.0,28.8,28.8
E06000042,Milton Keynes,utla,2021-07-11,40_44,25223.0,12994.0,88.0,18698.0,16.0,12994.0,88.0,74.1,51.5,51.5
E06000042,Milton Keynes,utla,2021-07-11,45_49,22233.0,14627.0,264.0,17698.0,7.0,14627.0,264.0,79.6,65.8,65.8
E06000042,Milton Keynes,utla,2021-07-11,50_54,20906.0,16486.0,9.0,17657.0,10.0,16486.0,9.0,84.5,78.9,78.9
E06000042,Milton Keynes,utla,2021-07-11,55_59,18383.0,15212.0,5.0,15999.0,6.0,15212.0,5.0,87.0,82.8,82.8
E06000042,Milton Keynes,utla,2021-07-11,60_64,15469.0,13217.0,0.0,13800.0,3.0,13217.0,0.0,89.2,85.4,85.4
E06000042,Milton Keynes,utla,2021-07-11,65_69,12830.0,11466.0,2.0,11713.0,2.0,11466.0,2.0,91.3,89.4,89.4
E06000042,Milton Keynes,utla,2021-07-11,70_74,11525.0,10690.0,0.0,10846.0,0.0,10690.0,0.0,94.1,92.8,92.8
E06000042,Milton Keynes,utla,2021-07-11,75_79,7410.0,6927.0,0.0,7005.0,0.0,6927.0,0.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-11,80_84,4710.0,4396.0,1.0,4458.0,0.0,4396.0,1.0,94.7,93.3,93.3
E06000042,Milton Keynes,utla,2021-07-11,85_89,2637.0,2468.0,0.0,2517.0,0.0,2468.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-11,90+,1594.0,1469.0,0.0,1494.0,0.0,1469.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-10,18_24,23000.0,3054.0,14.0,12763.0,50.0,3054.0,14.0,55.5,13.3,13.3
E06000042,Milton Keynes,utla,2021-07-10,25_29,20763.0,3316.0,22.0,11984.0,43.0,3316.0,22.0,57.7,16.0,16.0
E06000042,Milton Keynes,utla,2021-07-10,30_34,25094.0,4958.0,83.0,15377.0,24.0,4958.0,83.0,61.3,19.8,19.8
E06000042,Milton Keynes,utla,2021-07-10,35_39,26194.0,7444.0,149.0,17790.0,25.0,7444.0,149.0,67.9,28.4,28.4
E06000042,Milton Keynes,utla,2021-07-10,40_44,25223.0,12906.0,391.0,18682.0,24.0,12906.0,391.0,74.1,51.2,51.2
E06000042,Milton Keynes,utla,2021-07-10,45_49,22233.0,14363.0,404.0,17691.0,18.0,14363.0,404.0,79.6,64.6,64.6
E06000042,Milton Keynes,utla,2021-07-10,50_54,20906.0,16477.0,46.0,17647.0,15.0,16477.0,46.0,84.4,78.8,78.8
E06000042,Milton Keynes,utla,2021-07-10,55_59,18383.0,15207.0,36.0,15993.0,7.0,15207.0,36.0,87.0,82.7,82.7
E06000042,Milton Keynes,utla,2021-07-10,60_64,15469.0,13217.0,15.0,13797.0,3.0,13217.0,15.0,89.2,85.4,85.4
E06000042,Milton Keynes,utla,2021-07-10,65_69,12830.0,11464.0,4.0,11711.0,1.0,11464.0,4.0,91.3,89.3,89.3
E06000042,Milton Keynes,utla,2021-07-10,70_74,11525.0,10690.0,3.0,10846.0,1.0,10690.0,3.0,94.1,92.8,92.8
E06000042,Milton Keynes,utla,2021-07-10,75_79,7410.0,6927.0,0.0,7005.0,1.0,6927.0,0.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-10,80_84,4710.0,4395.0,0.0,4458.0,0.0,4395.0,0.0,94.7,93.3,93.3
E06000042,Milton Keynes,utla,2021-07-10,85_89,2637.0,2468.0,0.0,2517.0,0.0,2468.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-10,90+,1594.0,1469.0,0.0,1494.0,0.0,1469.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-09,18_24,23000.0,3040.0,27.0,12713.0,450.0,3040.0,27.0,55.3,13.2,13.2
E06000042,Milton Keynes,utla,2021-07-09,25_29,20763.0,3294.0,23.0,11941.0,171.0,3294.0,23.0,57.5,15.9,15.9
E06000042,Milton Keynes,utla,2021-07-09,30_34,25094.0,4875.0,32.0,15353.0,124.0,4875.0,32.0,61.2,19.4,19.4
E06000042,Milton Keynes,utla,2021-07-09,35_39,26194.0,7295.0,88.0,17765.0,82.0,7295.0,88.0,67.8,27.9,27.9
E06000042,Milton Keynes,utla,2021-07-09,40_44,25223.0,12515.0,59.0,18658.0,40.0,12515.0,59.0,74.0,49.6,49.6
E06000042,Milton Keynes,utla,2021-07-09,45_49,22233.0,13959.0,28.0,17673.0,22.0,13959.0,28.0,79.5,62.8,62.8
E06000042,Milton Keynes,utla,2021-07-09,50_54,20906.0,16431.0,7.0,17632.0,15.0,16431.0,7.0,84.3,78.6,78.6
E06000042,Milton Keynes,utla,2021-07-09,55_59,18383.0,15171.0,2.0,15986.0,7.0,15171.0,2.0,87.0,82.5,82.5
E06000042,Milton Keynes,utla,2021-07-09,60_64,15469.0,13202.0,1.0,13794.0,3.0,13202.0,1.0,89.2,85.3,85.3
E06000042,Milton Keynes,utla,2021-07-09,65_69,12830.0,11460.0,0.0,11710.0,4.0,11460.0,0.0,91.3,89.3,89.3
E06000042,Milton Keynes,utla,2021-07-09,70_74,11525.0,10687.0,0.0,10845.0,0.0,10687.0,0.0,94.1,92.7,92.7
E06000042,Milton Keynes,utla,2021-07-09,75_79,7410.0,6927.0,0.0,7004.0,0.0,6927.0,0.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-09,80_84,4710.0,4395.0,0.0,4458.0,0.0,4395.0,0.0,94.7,93.3,93.3
E06000042,Milton Keynes,utla,2021-07-09,85_89,2637.0,2468.0,0.0,2517.0,0.0,2468.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-09,90+,1594.0,1469.0,0.0,1494.0,0.0,1469.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-08,18_24,23000.0,3013.0,39.0,12263.0,83.0,3013.0,39.0,53.3,13.1,13.1
E06000042,Milton Keynes,utla,2021-07-08,25_29,20763.0,3271.0,44.0,11770.0,42.0,3271.0,44.0,56.7,15.8,15.8
E06000042,Milton Keynes,utla,2021-07-08,30_34,25094.0,4843.0,152.0,15229.0,32.0,4843.0,152.0,60.7,19.3,19.3
E06000042,Milton Keynes,utla,2021-07-08,35_39,26194.0,7207.0,195.0,17683.0,16.0,7207.0,195.0,67.5,27.5,27.5
E06000042,Milton Keynes,utla,2021-07-08,40_44,25223.0,12456.0,467.0,18618.0,19.0,12456.0,467.0,73.8,49.4,49.4
E06000042,Milton Keynes,utla,2021-07-08,45_49,22233.0,13931.0,482.0,17651.0,5.0,13931.0,482.0,79.4,62.7,62.7
E06000042,Milton Keynes,utla,2021-07-08,50_54,20906.0,16424.0,53.0,17617.0,9.0,16424.0,53.0,84.3,78.6,78.6
E06000042,Milton Keynes,utla,2021-07-08,55_59,18383.0,15169.0,45.0,15979.0,4.0,15169.0,45.0,86.9,82.5,82.5
E06000042,Milton Keynes,utla,2021-07-08,60_64,15469.0,13201.0,24.0,13791.0,4.0,13201.0,24.0,89.2,85.3,85.3
E06000042,Milton Keynes,utla,2021-07-08,65_69,12830.0,11460.0,9.0,11706.0,1.0,11460.0,9.0,91.2,89.3,89.3
E06000042,Milton Keynes,utla,2021-07-08,70_74,11525.0,10687.0,2.0,10845.0,0.0,10687.0,2.0,94.1,92.7,92.7
E06000042,Milton Keynes,utla,2021-07-08,75_79,7410.0,6927.0,0.0,7004.0,0.0,6927.0,0.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-08,80_84,4710.0,4395.0,0.0,4458.0,1.0,4395.0,0.0,94.7,93.3,93.3
E06000042,Milton Keynes,utla,2021-07-08,85_89,2637.0,2468.0,0.0,2517.0,0.0,2468.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-08,90+,1594.0,1469.0,0.0,1494.0,0.0,1469.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-07,18_24,23000.0,2974.0,8.0,12180.0,126.0,2974.0,8.0,53.0,12.9,12.9
E06000042,Milton Keynes,utla,2021-07-07,25_29,20763.0,3227.0,8.0,11728.0,61.0,3227.0,8.0,56.5,15.5,15.5
E06000042,Milton Keynes,utla,2021-07-07,30_34,25094.0,4691.0,16.0,15197.0,49.0,4691.0,16.0,60.6,18.7,18.7
E06000042,Milton Keynes,utla,2021-07-07,35_39,26194.0,7012.0,27.0,17667.0,33.0,7012.0,27.0,67.5,26.8,26.8
E06000042,Milton Keynes,utla,2021-07-07,40_44,25223.0,11989.0,132.0,18599.0,19.0,11989.0,132.0,73.7,47.5,47.5
E06000042,Milton Keynes,utla,2021-07-07,45_49,22233.0,13449.0,188.0,17646.0,12.0,13449.0,188.0,79.4,60.5,60.5
E06000042,Milton Keynes,utla,2021-07-07,50_54,20906.0,16371.0,17.0,17608.0,5.0,16371.0,17.0,84.2,78.3,78.3
E06000042,Milton Keynes,utla,2021-07-07,55_59,18383.0,15124.0,11.0,15975.0,2.0,15124.0,11.0,86.9,82.3,82.3
E06000042,Milton Keynes,utla,2021-07-07,60_64,15469.0,13177.0,10.0,13787.0,2.0,13177.0,10.0,89.1,85.2,85.2
E06000042,Milton Keynes,utla,2021-07-07,65_69,12830.0,11451.0,2.0,11705.0,0.0,11451.0,2.0,91.2,89.2,89.2
E06000042,Milton Keynes,utla,2021-07-07,70_74,11525.0,10685.0,0.0,10845.0,0.0,10685.0,0.0,94.1,92.7,92.7
E06000042,Milton Keynes,utla,2021-07-07,75_79,7410.0,6927.0,2.0,7004.0,0.0,6927.0,2.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-07,80_84,4710.0,4395.0,0.0,4457.0,0.0,4395.0,0.0,94.6,93.3,93.3
E06000042,Milton Keynes,utla,2021-07-07,85_89,2637.0,2468.0,0.0,2517.0,0.0,2468.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-07,90+,1594.0,1469.0,0.0,1494.0,0.0,1469.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-06,18_24,23000.0,2966.0,3.0,12054.0,139.0,2966.0,3.0,52.4,12.9,12.9
E06000042,Milton Keynes,utla,2021-07-06,25_29,20763.0,3219.0,2.0,11667.0,53.0,3219.0,2.0,56.2,15.5,15.5
E06000042,Milton Keynes,utla,2021-07-06,30_34,25094.0,4675.0,5.0,15148.0,44.0,4675.0,5.0,60.4,18.6,18.6
E06000042,Milton Keynes,utla,2021-07-06,35_39,26194.0,6985.0,10.0,17634.0,26.0,6985.0,10.0,67.3,26.7,26.7
E06000042,Milton Keynes,utla,2021-07-06,40_44,25223.0,11857.0,84.0,18580.0,22.0,11857.0,84.0,73.7,47.0,47.0
E06000042,Milton Keynes,utla,2021-07-06,45_49,22233.0,13261.0,96.0,17634.0,15.0,13261.0,96.0,79.3,59.6,59.6
E06000042,Milton Keynes,utla,2021-07-06,50_54,20906.0,16354.0,7.0,17603.0,8.0,16354.0,7.0,84.2,78.2,78.2
E06000042,Milton Keynes,utla,2021-07-06,55_59,18383.0,15113.0,5.0,15973.0,3.0,15113.0,5.0,86.9,82.2,82.2
E06000042,Milton Keynes,utla,2021-07-06,60_64,15469.0,13167.0,1.0,13785.0,1.0,13167.0,1.0,89.1,85.1,85.1
E06000042,Milton Keynes,utla,2021-07-06,65_69,12830.0,11449.0,1.0,11705.0,0.0,11449.0,1.0,91.2,89.2,89.2
E06000042,Milton Keynes,utla,2021-07-06,70_74,11525.0,10685.0,1.0,10845.0,0.0,10685.0,1.0,94.1,92.7,92.7
E06000042,Milton Keynes,utla,2021-07-06,75_79,7410.0,6925.0,1.0,7004.0,0.0,6925.0,1.0,94.5,93.5,93.5
E06000042,Milton Keynes,utla,2021-07-06,80_84,4710.0,4395.0,0.0,4457.0,0.0,4395.0,0.0,94.6,93.3,93.3
E06000042,Milton Keynes,utla,2021-07-06,85_89,2637.0,2468.0,0.0,2517.0,0.0,2468.0,0.0,95.5,93.6,93.6
E06000042,Milton Keynes,utla,2021-07-06,90+,1594.0,1469.0,0.0,1494.0,0.0,1469.0,0.0,93.7,92.2,92.2
E06000042,Milton Keynes,utla,2021-07-05,18_24,23000.0,2963.0,7.0,11915.0,175.0,2963.0,7.0,51.8,12.9,12.9
E06000042,Milton Keynes,utla,2021-07-05,25_29,20763.0,3217.0,13.0,11614.0,80.0,3217.0,13.0,55.9,15.5,15.5
E06000042,Milton Keynes,utla,2021-07-05,30_34,25094.0,4670.0,6.0,15104.0,46.0,4670.0,6.0,60.2,18.6,18.6
E06000042,Milton Keynes,utla,2021-07-05,35_39,26194.0,6975.0,33.0,17608.0,29.0,6975.0,33.0,67.2,26.6,26.6
E06000042,Milton Keynes,utla,2021-07-05,40_44,25223.0,11773.0,279.0,18558.0,15.0,11773.0,279.0,73.6,46.7,46.7
E06000042,Milton Keynes,utla,2021-07-05,45_49,22233.0,13165.0,176.0,17619.0,9.0,13165.0,176.0,79.2,59.2,59.2
E06000042,Milton Keynes,utla,2021-07-05,50_54,20906.0,16347.0,24.0,17595.0,6.0,16347.0,24.0,84.2,78.2,78.2
E06000042,Milton Keynes,utla,2021-07-05,55_59,18383.0,15108.0,18.0,15970.0,2.0,15108.0,18.0,86.9,82.2,82.2
E06000042,Milton Keynes,utla,2021-07-05,60_64,15469.0,13166.0,11.0,13784.0,1.0,13166.0,11.0,89.1,85.1,85.1
E06000042,Milton Keynes,utla,2021-07-05,65_69,12830.0,11448.0,5.0,11705.0,0.0,11448.0,5.0,91.2,89.2,89.2
E06000042,Milton Keynes,utla,2021-07-05,70_74,11525.0,10684.0,4.0,10845.0,0.0,10684.0,4.0,94.1,92.7,92.7
E06000042,Milton Keynes,utla,2021-07-05,75_79,7410.0,6924.0,2.0,7004.0,0.0,6924.0,2.0,94.5,93.4,93.4
E06000042,Milton Keynes,utla,2021-07-05,80_84,4710.0,4395.0,1.0,4457.0,0.0,4395.0,1.0,94.6,93.3,93.3
